 Month    Low     2      3      4      5      6      7      8      9    High
200007  -2.44  -1.80  -0.45   0.32  -0.33   0.70   2.05   0.95  -1.75  -6.85
200008   4.78   4.57   3.84   3.71   4.03   3.72   4.31   5.90   8.19  14.08
200009 -12.27  -5.79  -4.03  -0.52  -0.27   0.37  -1.46  -0.53  -2.62  -4.76
200010 -11.19  -7.23  -3.72  -2.50  -3.32  -1.88  -4.21  -4.34  -4.42  -9.43
200011 -22.89 -11.62  -7.68  -6.56  -3.86  -6.52  -7.31  -8.15  -9.58 -19.21
200012 -14.57  -4.34  -0.77   2.66   3.16   1.98   3.26   2.93   4.93   4.60
200101  64.74  30.58  19.85  13.47  11.78   8.24   8.21   5.81   5.48   4.75
200102 -16.45  -6.76  -3.73  -1.99  -1.96  -1.58  -1.71  -2.89  -1.93  -5.61
200103 -15.30  -6.41  -2.24  -1.13  -2.91  -0.76  -1.75  -2.10  -1.43  -1.33
200104  11.60   8.92   5.44   5.91   4.13   4.83   4.33   3.75   5.01   8.66
200105   7.29   7.44   6.94   5.71   6.98   5.56   6.68   6.08   5.49   7.76
200106  -1.88   2.27   3.00   2.69   2.09   3.28   2.58   2.84   2.83   3.08
200107  -9.18  -2.65  -0.91  -1.12   0.30   1.09   1.17   1.73   1.16   0.42
200108  -8.69  -4.08  -2.28  -0.95  -1.38  -0.12  -0.65  -1.22  -1.53  -2.78
200109 -20.37 -15.49 -13.54 -10.79  -8.92  -8.55  -8.73  -8.55  -7.66  -8.59
200110  16.77   5.84   5.09   6.01   4.45   3.92   2.23   4.19   2.94   7.66
200111  15.49   6.63   7.22   5.75   6.95   4.90   6.04   5.15   4.24   5.92
200112   9.34   6.37   7.10   4.85   6.04   5.12   4.17   5.77   5.37   5.95
200201   1.20  -0.97   0.98   0.92   2.82   1.00   1.75   3.14   3.73   3.13
200202 -12.43  -4.18  -1.88  -0.68  -1.56   0.39   0.86  -1.00   0.14  -2.10
200203  10.07   9.66   7.69   7.21   7.55   6.83   6.67   6.33   7.70   8.75
200204  -5.85  -1.62  -0.96  -0.46   1.29   2.08   2.55   3.36   3.02   0.81
200205  -8.16  -4.31  -1.63  -1.14  -0.46  -1.75   1.15  -1.42   0.21   0.38
200206 -15.90  -9.34  -6.64  -6.74  -4.65  -3.24  -3.29  -2.59  -1.77  -3.40
200207 -16.09 -12.48 -13.37 -10.45 -10.86  -9.62  -8.09  -8.99  -8.87 -12.43
200208   0.95  -1.41  -1.79   0.70   0.15   0.44   1.36   1.09   0.64   0.40
200209 -16.51 -11.93  -9.07  -8.79  -6.98  -5.77  -4.81  -5.12  -4.57  -4.94
200210  10.76   3.08   2.84   3.17   1.22   3.79   3.73   2.83   3.82   5.10
200211  32.73  16.24  13.93   7.99   6.38   4.35   5.62   4.22   3.27   5.23
200212 -14.53  -8.59  -4.34  -5.64  -3.26  -0.93  -1.17  -0.30   0.01  -0.40
200301   2.28  -0.41  -1.85  -1.39  -2.22  -0.24   0.00  -0.19  -0.05   1.05
200302  -4.88  -3.76  -3.53  -2.57  -2.99  -1.45  -1.52  -0.66  -0.67  -1.11
200303   2.58  -0.09  -0.63  -0.33  -0.52   0.86   1.30   0.18   2.23   2.88
200304  18.72  13.10  10.77  11.21   7.88   6.74   7.34   6.58   5.54   7.20
200305  32.85  20.96  14.06  12.40  10.28  10.25   8.93   8.51   7.89   8.02
200306  11.17   5.34   5.08   3.66   4.17   4.13   2.40   4.23   3.57   4.18
200307   8.06   8.61   6.88   6.16   7.10   5.93   4.46   6.13   5.76   9.44
200308   5.73   4.83   5.36   4.21   3.80   3.98   5.04   5.80   5.42   5.95
200309   7.67   1.79   0.12   0.10   1.29   0.83   0.32   1.59   1.89   3.05
200310   7.84   6.07   6.69   6.98   6.80   7.13   8.58   8.51   8.39  11.87
200311   2.12   3.52   2.94   3.57   3.83   3.33   3.49   4.15   4.13   5.09
200312   6.56   5.59   4.13   4.79   4.08   2.70   2.77   1.93   3.40   1.96
200401   9.56   4.61   4.73   4.73   5.84   3.98   4.32   6.35   8.36  10.66
200402   0.80   1.68   1.55   2.46   1.26   1.31   0.70   1.81   0.90   0.16
200403   0.08  -0.36   1.20   1.22   1.05   0.19   0.55   0.92   1.04  -1.15
200404  -1.59  -1.34  -1.53  -1.05  -0.86  -3.05  -2.70  -4.13  -3.27  -6.76
200405  -2.63   0.15   0.32   0.78   0.59   0.19   0.01   0.61  -0.13   0.82
200406   1.37   1.25   3.00   2.58   2.46   3.31   2.46   3.51   4.13   2.82
200407  -9.45  -5.54  -4.14  -5.37  -4.24  -3.41  -5.48  -6.26  -6.58  -8.75
200408  -2.59   0.21  -0.27  -0.52  -0.79   0.23  -1.46  -1.18  -1.47  -3.10
200409   2.76   2.36   3.43   2.97   3.51   3.82   4.14   4.60   6.10   7.40
200410   2.24   1.79   1.81   2.58   1.84   2.19   1.49   3.01   1.82   0.71
200411  12.44   7.39   6.95   6.23   6.68   7.26   8.49   8.31   8.61   9.62
200412  10.77   6.25   5.06   3.83   4.35   4.07   3.26   2.86   3.90   6.10
200501  -7.92  -2.74  -3.02  -2.38  -2.35  -2.45  -1.67  -1.64  -1.45  -2.33
200502  -1.09  -0.26   0.11   1.30   1.76   0.67   2.48   1.51   3.00   4.61
200503  -5.84  -2.36  -1.20  -2.42  -1.69  -1.87  -1.84  -1.51  -2.36  -2.97
200504  -9.38  -5.24  -4.59  -3.59  -4.05  -3.46  -3.97  -4.58  -4.66  -7.70
200505   5.50   4.04   4.15   4.26   3.98   4.95   4.27   4.86   5.56   7.73
200506   3.44   3.12   2.61   2.99   3.05   2.54   3.92   3.69   3.20   4.65
200507   8.42   6.74   5.19   5.51   4.60   5.17   6.07   5.61   5.82   8.54
200508  -2.77  -0.76  -1.08  -1.13  -1.84  -0.96  -0.36  -0.72   0.15   0.26
200509  -0.21  -0.16  -0.36  -0.17   0.58   2.09   0.83   0.77   1.87   2.72
200510  -5.45  -3.29  -1.91  -1.79  -1.44  -2.97  -2.24  -2.35  -3.18  -4.74
200511   3.54   3.15   3.02   3.21   4.13   3.87   3.46   4.77   2.94   5.40
200512   1.58   0.94   0.02  -0.04   0.48   0.52   0.39   0.96   1.78   0.86
200601  10.25   7.33   6.57   5.72   6.15   4.42   5.81   6.71   8.67  12.92
200602   0.97  -0.11   0.81   0.96   1.43   0.67   1.86   1.33  -0.41  -1.62
200603   4.59   3.66   3.28   2.84   3.51   4.23   4.63   4.30   5.14   5.59
200604   0.70   0.16   0.69   0.41   0.27  -0.31   0.61   1.09   1.15   1.18
200605  -5.94  -2.64  -3.83  -3.17  -3.00  -3.30  -4.15  -4.69  -5.66  -8.80
200606  -2.37  -1.84  -1.24  -0.54   0.45   0.02   0.62  -0.35  -0.08  -1.76
200607  -5.86  -3.52  -1.98  -2.19  -1.44  -1.96  -1.77  -3.17  -2.86  -5.75
200608   3.17   3.80   2.62   2.03   2.09   1.54   2.14   2.25   1.40   0.88
200609  -0.13   1.44   1.45   1.39   0.75   0.89   1.96   0.93   1.44   0.69
200610   6.08   5.10   4.35   5.37   3.76   4.27   4.66   3.20   5.55   5.82
200611   2.97   2.96   3.45   2.21   2.56   1.70   2.41   2.80   1.80   2.71
200612   1.04   0.40   1.14   0.38   1.40   1.69   1.92   1.42   0.46   2.98
200701   3.33   2.56   1.79   0.72   2.11   2.19   1.86   2.63   1.81   3.77
200702   0.27   1.23   0.05  -0.14   0.59   0.47   1.06  -0.42  -0.63  -0.78
200703  -2.08  -0.13   0.38   0.54   0.92   1.10   0.90   1.46   2.30   2.05
200704   2.94   2.13   1.45   1.77   2.68   1.90   2.02   2.86   3.27   3.24
200705   0.96   2.92   2.10   3.17   2.68   3.64   2.84   3.61   2.27   2.34
200706  -0.95  -0.69  -0.86  -0.37  -0.25  -1.20  -0.47  -0.88  -0.94  -0.51
200707  -5.81  -5.66  -5.75  -5.11  -4.56  -5.04  -4.15  -3.19  -3.74  -4.75
200708  -3.53   0.22   0.64  -0.38  -0.76  -0.08  -0.86  -1.26   0.58  -0.50
200709  -0.73   0.28   1.02   0.26   0.71   1.61   2.34   2.22   3.78   5.29
200710  -1.84  -1.49  -0.19   0.53   1.20   2.24   2.12   3.64   3.94   4.84
200711 -14.03  -8.70  -7.01  -5.51  -6.13  -6.09  -6.36  -6.62  -7.72  -8.20
200712  -4.30  -2.76  -3.02  -1.75  -1.60  -1.35   0.03   0.64   0.94   1.79
200801   0.21  -3.14  -4.43  -3.98  -4.45  -5.29  -8.03  -6.43  -9.51 -11.54
200802  -4.69  -4.07  -3.94  -3.56  -2.29  -1.77  -1.50  -1.09  -0.12  -0.83
200803  -6.51  -3.14  -3.14  -0.23  -0.87   1.26  -1.02  -1.46  -1.39  -2.28
200804  -0.33   2.44   1.47   3.23   2.77   2.65   2.66   2.43   3.33   6.33
200805   3.34   2.13   3.12   2.45   4.21   4.32   2.79   2.63   2.97   6.94
200806 -13.81 -12.33 -12.79 -10.06  -9.19  -8.39  -7.98  -6.46  -4.62  -1.81
200807  -0.83   1.27   2.02   2.55   2.35   3.37   1.88   2.65   0.79  -4.46
200808   2.90   1.93   3.37   3.36   2.97   3.47   3.18   1.84   1.00  -1.00
200809 -15.87 -12.05  -9.99  -8.94  -8.48  -8.52  -7.11  -7.29 -10.52 -16.37
200810 -24.79 -25.24 -22.68 -21.11 -20.61 -17.50 -17.51 -15.54 -18.59 -20.99
200811 -20.08 -17.27 -16.34 -13.84 -12.32 -12.67 -10.06  -8.38  -9.38 -11.28
200812   2.85   3.72   4.40   2.96   3.15   2.35   3.69   2.81   2.80   2.21
200901   7.36   0.46  -4.98  -6.56  -6.00  -6.89  -6.65  -6.18  -7.97  -9.81
200902 -14.09 -14.67 -10.02 -12.34 -10.63  -9.70  -9.35 -10.10 -10.60 -10.83
200903  29.87  18.80  11.55  10.71  10.68   9.10   6.53   9.06   5.74   6.88
200904  45.93  36.57  30.92  22.40  19.88  14.77  13.90  12.32   7.51   5.46
200905  25.28  17.30  13.19  10.01   5.14   6.79   5.18   4.79   4.12   2.86
200906   5.65   3.37   3.96   2.40   1.88   2.39   3.41   3.02   4.51   3.44
200907   9.23  11.04  10.91  11.46   8.61   9.83   5.48   6.99   7.85   6.66
200908  25.38  11.68   5.27   7.35   4.70   2.87   2.82   1.08   1.82   0.56
200909  14.85   7.99   7.68   6.11   6.15   5.10   5.14   4.98   3.47   5.49
200910 -10.79  -7.13  -4.85  -4.55  -5.41  -4.11  -4.62  -4.39  -4.60  -8.43
200911  -2.23   1.81   2.00   2.06   1.41   3.47   2.14   1.78   5.08   4.66
200912   5.95   5.60   7.04   4.56   5.42   6.49   7.04   7.62   6.78   8.51
201001   4.13  -0.11  -1.00  -2.42  -1.24  -1.33  -2.21  -2.00  -2.60  -1.91
201002   0.88   2.82   2.95   3.49   3.47   4.51   3.91   5.37   6.85   7.11
201003   7.38   6.46   8.02   7.91   8.26   7.67   7.73   7.87   9.21  10.08
201004  11.10   6.41   6.43   5.17   5.25   5.52   6.45   7.37   8.25  12.11
201005 -10.69  -7.10  -6.45  -6.72  -7.11  -7.10  -7.63  -7.14  -7.77 -10.18
201006 -10.29  -5.69  -5.97  -4.68  -6.04  -5.96  -7.79  -7.88  -8.66 -10.88
201007   4.82   5.22   6.07   5.74   6.10   5.63   5.82   6.00   7.03   8.00
201008  -7.78  -7.24  -5.73  -6.79  -5.45  -6.18  -6.15  -4.64  -5.88  -8.47
201009  10.33  10.91  10.98   9.84  10.70  10.08   9.92  11.64  11.32  13.87
201010   3.71   4.14   3.92   3.56   3.45   3.58   4.68   5.27   4.53   4.81
201011  -1.94   2.89   3.79   1.90   2.10   3.33   3.26   3.00   3.56   4.29
201012  11.50   9.69   7.08   8.00   7.27   8.49   7.81   7.27   7.52   7.30
201101   4.45   1.75   0.94   2.19   0.85   1.84   0.86   1.02   1.79   1.33
201102   2.25   3.77   3.95   5.20   3.95   3.72   5.53   5.47   4.51   5.63
201103  -2.91   0.83   0.80   2.38   1.69   2.26   1.48   3.30   3.87   3.03
201104  -0.50   1.46   2.22   1.67   2.33   2.80   2.33   2.42   2.30   1.05
201105  -3.54  -2.45  -1.21  -1.70  -0.51  -1.44  -1.63  -1.77  -1.35  -2.61
201106  -5.77  -2.19  -2.01  -1.81  -1.45  -1.93  -0.94  -2.22  -1.19  -1.59
201107  -1.30  -2.81  -2.31  -2.83  -2.37  -3.48  -3.30  -2.94  -1.77  -3.35
201108 -12.45 -10.26  -6.79  -7.03  -6.21  -7.14  -7.81  -8.63  -9.59 -10.72
201109 -12.85  -8.82  -7.59  -8.89  -9.40  -9.29  -9.04 -10.37 -12.99 -15.22
201110   9.99  10.89  13.10  11.37  11.63  13.33  11.80  11.53  13.44  15.89
201111  -6.98  -3.58  -1.80  -1.27  -0.93   1.07  -0.44   0.35   1.02  -0.74
201112  -2.75  -0.27   1.12   1.08   0.00   1.40   0.88   0.58   0.95  -0.15
201201  16.78  11.77  10.29   8.48   8.46   6.16   5.46   5.60   3.74   6.54
201202   5.60   5.29   3.76   3.00   3.65   3.84   2.87   2.87   2.85   4.09
201203   2.30   2.93   2.66   3.85   3.07   3.55   3.52   3.17   3.38   4.02
201204  -3.92  -4.34  -0.71  -1.29  -2.06  -0.75  -0.71   0.39   1.27   0.64
201205 -11.73  -9.11  -7.88  -6.96  -5.29  -5.26  -5.49  -4.61  -5.15  -5.42
201206   1.52   5.11   4.39   4.07   4.50   3.48   4.07   3.47   4.06   4.13
201207  -2.22  -2.68  -2.77  -0.93  -1.16   0.05   0.31  -0.51   0.27   0.25
201208   2.59   4.15   3.58   2.84   3.24   2.29   2.02   2.11   1.98   3.84
201209   5.78   4.21   4.37   3.13   2.42   3.63   3.40   3.25   2.70   3.56
201210  -4.32  -2.42  -1.65  -2.19  -1.35  -1.51  -0.81  -1.47  -0.45  -0.12
201211  -0.28   0.18   0.81   1.21   0.37   0.41  -0.32   0.75   0.23   0.42
201212   3.15   3.28   2.98   2.80   3.48   2.53   2.44   2.10   1.62   1.47
201301   9.85   6.08   6.34   7.35   5.20   6.82   6.96   6.99   7.06   9.04
201302  -0.43  -0.16   1.24   1.88   1.47   1.50   2.00   1.14   1.80   1.35
201303   2.66   2.64   4.00   4.43   3.88   4.55   4.63   5.55   5.00   7.68
201304  -1.85  -0.10   0.24  -0.27  -0.38   0.61   0.23   0.50   0.18   1.42
201305   6.43   5.76   6.17   3.56   4.07   3.00   4.12   4.04   4.45   4.09
201306  -2.54   0.14   0.90   0.06   0.60  -0.02   1.44   0.87   0.35  -0.70
201307  10.82   5.99   5.68   6.51   7.09   6.91   7.52   6.60   7.07   8.75


