 Month    Low     2      3      4      5      6      7      8      9    High
195009   6.96   5.19   6.47   5.03   4.55   5.17   5.26   5.56   5.19   5.54
195010  -1.32  -2.25  -0.22  -0.01  -0.42  -0.82  -0.01   0.07   0.25   0.24
195011   0.33   0.37   1.32   2.55   3.56   5.91   2.72   5.12   4.41   6.55
195012   6.00   5.33   6.57   7.32   9.08   7.94   9.67   9.80  10.64  13.30
195101   8.51   6.72   7.67   6.07   7.63   6.84   7.82   7.11   8.61   8.83
195102   2.37   2.37   1.93   0.73   1.40   0.95   0.28   0.29   0.81   0.85
195103  -0.81  -2.89  -1.83  -2.45  -2.88  -3.30  -4.21  -4.84  -4.54  -6.32
195104   0.90   1.26   1.69   2.97   3.41   4.44   6.24   6.47   6.00   6.94
195105  -2.51  -2.26  -1.92  -2.48  -3.13  -1.70  -2.84  -1.95  -2.48  -3.61
195106  -3.50  -2.64  -2.63  -3.55  -4.29  -4.51  -5.53  -5.39  -5.54  -8.04
195107   2.32   3.88   3.76   4.60   5.20   5.45   7.34   9.21  10.03  10.97
195108   5.89   4.27   4.11   3.30   4.55   5.25   5.19   4.71   5.50   4.57
195109   0.97   2.26   1.84   3.01   1.95   1.84   2.71   3.84   2.27   2.21
195110  -2.25  -2.31  -1.30  -1.62  -1.80  -3.77  -3.35  -2.64  -2.49  -2.74
195111  -0.44   0.48   0.14   0.95   0.83   0.80   1.51   1.19   1.50   0.70
195112   0.59   0.60   1.23   0.82   1.33   1.79   1.74   2.14   2.86   2.04
195201   1.11   0.35   1.26   2.49   1.86   1.86   0.91   2.71   1.89   2.42
195202  -3.25  -2.14  -1.93  -1.43  -1.49  -0.59  -1.50  -1.98  -2.69  -3.46
195203   1.53   2.38   2.29   2.72   2.18   3.06   2.70   3.27   3.88   4.82
195204  -5.91  -3.36  -3.52  -4.15  -3.45  -3.60  -3.77  -4.05  -5.32  -7.32
195205   1.75   1.36   2.37   1.98   2.04   2.75   2.96   2.63   3.23   2.74
195206   2.28   2.63   2.32   3.77   3.34   2.57   3.66   3.16   3.19   3.96
195207  -0.06   0.54   1.52   1.64   1.65   1.52   0.69   1.04   1.19   1.00
195208  -0.13  -0.37   0.02   0.51  -0.34  -0.35   0.65   0.10   0.00   0.05
195209  -3.37  -2.43  -2.00  -1.82  -1.55  -0.64  -0.35  -1.27  -0.52  -1.39
195210  -2.54  -2.89  -1.58  -0.87  -1.90  -0.80  -0.99   0.15  -0.54   0.62
195211   5.36   6.22   4.34   5.28   4.65   5.48   6.07   5.93   6.13   6.47
195212   0.81   1.12   1.31   1.78   3.34   2.68   2.94   3.53   2.37   2.65
195301   4.12   2.29   2.26   2.46   1.86   2.53   2.24   3.32   1.18   2.17
195302   1.57   0.95   0.87   0.44   1.29   1.43   0.79   1.71   1.12   2.11
195303  -1.34  -1.54  -0.77   0.15  -0.39  -1.13  -1.60  -0.79  -1.10  -2.44
195304  -4.16  -3.21  -2.42  -1.87  -2.07  -1.65  -2.01  -1.58  -2.32  -1.96
195305  -0.38  -0.28   0.14   0.95   0.64   0.47   0.61   1.37   1.13   1.56
195306  -5.06  -2.11  -3.23  -3.22  -3.67  -3.11  -2.24  -3.38  -2.60  -3.43
195307   0.69   1.94   1.59   1.66   1.81   2.48   2.09   1.86   1.14   1.98
195308  -7.12  -6.68  -5.73  -5.09  -3.57  -4.77  -4.35  -4.15  -4.48  -5.07
195309  -4.24  -2.84  -1.22  -0.68  -1.29  -0.55  -0.89  -0.31   0.67   0.40
195310   1.64   3.63   4.28   3.43   3.67   4.60   3.64   3.69   3.93   4.82
195311   1.28   1.25   1.46   0.89   2.95   1.99   2.70   3.15   2.76   3.40
195312  -7.26  -4.21  -3.62  -1.62  -1.29  -0.72   0.23   0.91   0.80   1.63
195401  13.17  10.18   8.80   7.61   7.23   6.40   5.14   4.17   4.20   4.09
195402  -0.10   0.19   1.90   0.56   0.99   1.17   2.03   1.73   2.36   2.24
195403   1.96   2.61   1.30   1.57   1.58   2.98   3.55   2.99   4.06   5.84
195404  -2.52  -0.71   0.17   1.50   1.45   2.96   3.33   1.86   3.99   4.31
195405   5.99   5.43   5.86   3.76   3.54   3.56   4.17   3.64   2.73   3.93
195406   0.25  -0.77   0.07   1.39   0.90   3.01   1.10   1.34   2.46   2.97
195407   9.62   7.81   7.19   6.76   6.80   5.75   6.38   7.77   6.37   7.94
195408  -0.07  -0.06  -0.76  -0.64  -0.50  -0.20  -1.99  -1.50  -2.16  -1.05
195409   3.90   3.73   3.37   3.79   3.88   4.46   4.61   5.35   4.89   5.95
195410  -2.00  -1.00  -0.87  -1.40  -0.70  -0.68  -0.88  -0.45   0.56   0.31
195411   9.37   8.15   8.12   7.46   7.65   8.37  10.49  10.23  10.68  10.34
195412  12.90  10.79   7.59   7.73   7.66   8.64   8.63   8.31   7.80   8.66
195501   1.22   0.30   1.23   1.30   0.66   0.91   2.05   0.43   2.15   4.03
195502   4.00   3.00   3.45   3.47   3.08   4.23   5.33   6.00   4.89   5.35
195503  -1.12   0.13   0.14  -0.16   0.07   0.32  -0.31  -0.88   1.53   1.45
195504   2.30   2.58   1.98   2.22   1.57   3.30   3.15   2.01   1.97   2.04
195505  -0.19   1.17   0.62   1.34   0.91   0.49   1.15   0.12   0.20   1.47
195506   2.20   3.05   2.50   3.22   3.49   3.79   4.75   3.93   3.87   4.63
195507   1.49   1.39   1.21   0.24   1.79   0.24   0.81   0.07   1.85  -1.21
195508  -0.91  -0.06  -0.12   0.53  -0.02   1.09   0.92   0.63   1.25   2.48
195509  -1.02  -0.23  -1.07  -1.14  -1.43  -0.88  -1.60  -0.01  -1.07   0.77
195510  -2.07  -2.02  -1.82  -1.54  -1.19  -0.53  -1.23  -2.07  -1.55  -2.66
195511   5.32   3.86   3.38   4.40   5.43   5.60   5.35   6.51   7.16   7.97
195512   2.52   2.62   2.38   1.92   2.49   1.54   1.29   3.32   2.37   1.95
195601  -1.10  -1.63  -1.42  -0.85  -1.99  -1.61  -3.20  -2.02  -2.41  -4.37
195602   2.85   2.63   1.86   3.21   2.97   3.01   3.00   3.39   5.19   5.28
195603   1.35   4.26   3.98   4.72   5.57   4.67   5.80   6.26   7.59   7.17
195604  -0.43  -0.34  -0.43  -1.25  -0.47   0.14   0.80   0.89   2.21   2.95
195605  -4.53  -3.88  -2.91  -3.49  -2.51  -3.73  -4.10  -5.46  -5.72  -3.70
195606   0.36   0.70   1.63   0.97   1.92   1.61   2.32   3.52   3.67   4.68
195607   1.10   3.37   3.23   2.44   4.00   5.18   4.12   4.76   4.87   6.14
195608  -1.86  -1.56  -1.75  -1.85  -1.20  -0.23  -1.40  -2.38  -3.10  -2.27
195609  -4.55  -2.75  -3.05  -2.82  -2.35  -3.44  -3.88  -3.77  -5.07  -3.97
195610  -1.13  -0.56  -0.52   0.56   0.97   0.74   1.22   0.57   1.73   3.53
195611  -2.36   0.04  -0.56  -0.33   0.41   0.85   1.12   1.83   1.72   3.02
195612   0.18   0.35   0.35   2.11   1.28   1.83   2.08   4.42   4.38   5.86
195701   4.49   1.73   1.29   0.15   0.55   0.40  -0.63  -0.89  -2.98  -1.27
195702  -4.33  -2.98  -1.41  -1.04  -1.45  -1.52  -2.11  -2.88  -2.21  -2.77
195703   1.22   1.50   2.63   1.96   2.94   3.03   2.20   2.32   1.65   2.87
195704   1.70   2.22   2.00   3.00   2.19   1.42   2.94   2.46   3.41   4.52
195705   2.14   2.97   1.61   1.44   1.79   2.50   2.07   1.05   3.05   2.99
195706  -0.25  -0.99  -1.29  -1.11  -0.74  -1.06  -0.95  -0.42  -1.51   0.91
195707  -0.48   0.49   1.07   1.26   0.64   1.14   0.56   1.16  -0.46  -0.78
195708  -7.98  -5.87  -4.65  -3.90  -3.65  -2.29  -3.91  -4.69  -5.49  -5.99
195709  -7.51  -7.12  -5.15  -4.72  -4.66  -4.64  -3.92  -3.59  -4.61  -6.65
195710 -11.03  -8.06  -6.77  -5.67  -4.60  -5.27  -4.87  -4.79  -5.93  -6.75
195711   2.98   0.47  -0.23   0.97   0.88   1.83   1.68   3.40   4.04   4.55
195712 -11.67  -8.64  -7.89  -7.24  -4.12  -3.57  -0.40  -1.40  -1.51  -0.66
195801  21.02  14.70  12.66  11.40  12.06   8.66   7.31   6.96   5.99   5.24
195802  -4.73  -3.26  -3.11  -2.18  -0.86  -0.75   0.39   0.22   1.44   1.74
195803   4.13   4.87   4.96   2.17   2.89   2.73   2.88   2.66   3.34   5.54
195804   4.01   2.72   2.17   2.10   2.47   3.71   2.25   2.62   4.56   4.64
195805   4.97   4.61   4.40   3.51   3.90   4.49   3.09   2.60   3.64   3.48
195806   6.96   3.39   2.74   4.02   2.97   1.85   2.35   2.87   1.61   3.52
195807   9.48   8.68   6.53   6.45   5.89   5.40   4.12   2.96   2.86   2.54
195808   1.62   3.59   2.55   2.76   3.35   3.74   3.89   1.99   2.23   4.41
195809   8.11   5.50   5.30   5.83   4.97   4.42   4.41   3.70   5.22   4.91
195810   2.31   0.93   2.13   1.24   3.48   2.85   3.85   3.77   4.67   7.44
195811   2.71   4.07   4.13   4.24   2.81   3.95   3.96   3.88   5.17   7.08
195812   4.08   4.60   4.64   3.16   4.30   3.00   4.37   3.09   3.56   3.95
195901   3.31   4.12   4.29   4.33   4.54   5.87   4.35   4.10   3.01   4.26
195902   2.39   1.52   1.00   1.44   2.56   1.95   4.11   3.68   3.99   5.46
195903   0.19   0.28   0.63   1.07   1.38   1.43   1.39   1.63   1.09   2.84
195904   0.44   1.41   1.21   1.36   1.31   2.51   3.81   5.13   4.17   5.15
195905   0.24   0.07   0.85  -0.25   1.83   0.67   2.14   0.87   0.84   0.69
195906  -2.10  -0.80  -0.07   0.36   0.66  -0.60   0.61   2.16   2.72   2.15
195907   3.21   2.82   2.40   3.23   2.23   2.29   3.31   4.03   4.81   2.32
195908  -3.09  -0.84   0.45  -0.26  -0.23  -0.59  -2.30  -2.16  -2.13  -3.19
195909  -4.24  -5.77  -4.46  -3.78  -4.40  -4.35  -4.41  -5.12  -4.07  -4.34
195910  -0.55  -0.39   2.42   0.48   1.20   1.06   1.55   3.41   5.10   6.37
195911   0.91   0.88   0.22   1.21   1.13   0.75   2.76   0.95   2.26   4.45
195912   0.78   2.49   1.03   2.46   3.05   1.90   2.11   3.46   2.43   2.21
196001  -1.97  -2.60  -2.73  -2.58  -3.39  -2.34  -5.28  -5.97  -5.71  -6.40
196002  -1.99   0.02  -0.12   1.05   0.99   1.08   1.00   0.94   1.68   4.11
196003  -5.75  -2.49  -2.08  -2.57  -2.67  -1.11  -1.98  -1.57  -1.21  -3.13
196004  -4.31  -4.34  -2.47  -1.88  -1.09  -1.35  -1.54  -1.34  -2.09   0.58
196005   0.96  -0.31   0.43   0.97   2.32   1.14   2.70   2.64   4.12   6.90
196006   0.22   2.96   0.33   1.93   3.29   1.05   1.83   2.74   3.42   3.99
196007  -2.44  -0.41  -2.39  -1.31  -1.13  -1.20  -1.56  -1.75  -1.70  -4.30
196008   4.69   2.39   5.14   3.41   2.51   2.97   3.57   4.48   4.79   4.89
196009  -8.94  -7.25  -5.96  -6.32  -5.04  -5.84  -3.98  -5.36  -4.63  -7.22
196010  -5.37  -3.13  -2.71  -2.13  -1.52  -1.32  -0.96  -0.92  -0.95  -3.65
196011   2.80   3.90   3.10   3.50   3.92   4.58   4.63   6.41   4.79   8.27
196012   3.77   3.21   3.28   4.21   4.12   2.67   4.08   4.04   4.27   4.41
196101  12.75  12.24   9.67   8.57   7.80   5.88   7.06   6.67   6.63   3.62
196102   8.05   5.61   5.26   5.46   4.75   5.69   5.48   5.29   5.44   8.83
196103   5.62   3.28   3.89   4.24   4.87   3.71   4.11   4.59   5.90   7.83
196104  -1.89  -0.20  -0.58  -0.09   1.40   1.71   0.87   2.55   1.72   2.18
196105   6.38   4.44   5.38   4.91   3.31   3.71   3.96   4.59   3.90   1.95
196106  -5.50  -5.24  -4.19  -3.63  -3.93  -2.26  -4.05  -3.91  -3.44  -5.06
196107  -0.89   1.05   2.18   0.75   1.72   1.82   2.16   0.75   0.75   1.58
196108   1.90   0.64   1.32   1.71   1.79   2.82   2.63   1.90   3.02   4.29
196109  -4.49  -4.15  -3.87  -2.59  -1.60  -1.86  -1.70  -2.46  -2.57  -2.81
196110  -0.33  -0.12   1.52   1.57   3.29   2.36   2.66   2.09   2.63   5.85
196111   5.04   3.36   3.45   4.31   3.96   4.58   3.92   5.11   5.67   7.35
196112   1.23   1.19  -0.27   0.34   0.64  -0.70  -1.20  -1.77  -1.17  -1.96
196201   0.65   0.49  -0.22   1.03   0.28  -0.13  -1.12  -1.75  -1.99  -4.04
196202   0.51   0.90   1.64   2.29   2.16   2.62   1.98   1.01   0.59   1.40
196203  -3.32  -1.43  -1.09  -0.65   0.07  -0.59   0.61   1.05  -0.62  -0.44
196204  -8.61  -8.16  -7.83  -7.04  -6.47  -5.50  -5.16  -5.89  -6.68  -6.34
196205 -12.51  -9.90  -9.50  -9.12  -9.27  -7.07  -9.31  -9.45 -10.16 -11.12
196206 -13.99 -11.81  -9.91  -9.25  -7.69  -6.89  -6.68  -6.89  -5.92  -5.51
196207   9.87   6.69   4.38   5.47   4.68   7.48   5.73   5.93   6.87   6.35
196208   5.77   2.76   2.35   2.45   2.29   1.99   3.20   2.23   1.55   3.25
196209  -9.39  -8.21  -7.22  -6.39  -6.07  -5.59  -3.78  -4.38  -3.29  -5.35
196210  -4.43  -1.99  -3.04  -3.37  -1.35   0.16  -1.17  -1.45  -1.58  -2.75
196211  21.53  18.74  15.99  14.26  13.76  12.04  10.94  10.23  10.53  10.12
196212  -5.18  -4.44  -2.86  -1.52  -1.15   0.37   0.87   1.14   1.69   2.02
196301  10.62   8.92   9.79   7.18   7.82   7.30   6.21   6.80   6.23   7.44
196302  -3.94  -2.81  -2.38  -2.14  -1.53  -0.70  -0.08  -0.37  -0.31  -0.08
196303  -0.29   0.98   2.20   1.22   2.58   1.92   3.45   2.07   2.50   3.59
196304   2.32   3.99   3.59   4.43   3.21   4.06   3.85   4.83   4.24   3.70
196305   3.37   3.46   2.60   3.16   2.27   3.11   3.45   3.53   3.45   4.45
196306  -2.26  -1.80  -1.85  -1.81  -1.75  -1.37  -2.10  -0.72  -0.73  -1.61
196307  -2.29  -0.56  -1.78  -0.69  -0.46  -0.31  -1.40  -0.65  -0.60  -0.59
196308   3.14   2.51   3.65   3.40   4.79   4.14   4.35   4.83   5.40   8.18
196309  -1.77  -0.18  -0.94   0.12  -1.22  -0.46  -1.27  -2.22  -1.70  -0.96
196310   0.73   0.22  -0.40  -0.03   0.88   2.56   1.54   2.12   2.96   3.80
196311  -3.61  -1.05  -1.17  -0.88  -1.30  -0.95  -0.43  -0.83  -0.93  -1.77
196312  -4.28  -1.85  -0.61   0.52   1.09   0.34   1.54   2.10   0.97  -0.28
196401   5.17   2.60   3.90   2.53   2.14   2.84   3.13   3.95   1.89   3.54
196402   2.97   2.91   2.22   1.57   2.05   2.50   2.34   2.31   2.65   3.59
196403   0.85   2.66   4.28   2.93   3.15   2.89   3.17   3.12   3.46   3.28
196404   0.71  -1.43   0.98  -0.31   0.96   0.37  -0.35  -0.39   0.16  -0.27
196405  -1.72   0.30   0.84   0.78   0.36   1.59   1.64   1.20   1.50   2.56
196406   0.35   0.50   0.66   1.25   1.32   1.69   1.61   1.18   1.26   1.16
196407   2.99   2.00   3.29   3.24   3.95   3.11   3.00   2.88   3.45   2.36
196408  -0.83  -0.40   0.41   0.37  -0.72  -1.06  -0.35  -1.07  -0.94  -0.86
196409   4.29   2.43   6.15   3.68   2.77   2.44   3.50   4.37   3.62   4.85
196410   0.34   1.24   2.54   1.46   3.15   0.95   2.52   2.69   2.81   2.78
196411  -2.83  -0.46   0.74   0.99   1.65   0.11   1.35  -0.15   0.37   0.06
196412  -3.22  -0.58  -1.39  -0.78  -1.12  -0.70  -0.48  -1.29  -1.20  -1.77
196501  11.15   7.36   6.13   5.07   6.15   6.79   6.56   6.10   6.18   7.83
196502   3.60   3.51   2.96   1.82   3.41   2.88   3.78   2.91   3.42   4.23
196503   1.75   2.51   1.20   1.25  -0.58   0.05   0.58   1.89   1.45   2.34
196504   3.09   3.49   4.05   3.64   3.42   3.85   4.09   5.05   5.42   5.04
196505  -1.64  -1.03  -1.07  -0.84  -1.24  -0.23  -0.33  -0.08  -0.58   0.69
196506  -9.36  -7.12  -6.26  -6.74  -6.08  -7.36  -8.43  -8.69  -9.68 -11.02
196507   0.79   1.28   2.12   2.45   2.78   2.33   2.79   4.15   4.63   5.14
196508   3.77   4.18   3.62   2.82   2.60   3.40   3.83   5.27   5.26   5.78
196509   0.55   1.61   2.28   2.95   2.33   1.68   3.60   4.41   5.02   3.92
196510   6.62   5.45   3.70   4.28   4.32   5.92   5.25   6.06   6.56   8.85
196511   3.75   4.19   1.43   3.03   3.26   5.17   6.31   4.08   6.32   9.34
196512   5.49   4.18   3.14   2.70   4.51   3.59   4.14   4.81   3.30   4.91
196601   8.19   5.76   3.58   4.03   5.46   5.71   5.76   5.62   7.71   9.36
196602   2.80  -0.24   0.76   1.26   1.69   1.90   3.35   2.64   3.71   9.26
196603  -0.58  -1.25  -1.38  -1.11  -1.41  -1.60  -0.49  -1.00  -1.56   0.90
196604   0.01   0.49   1.87   4.01   3.51   4.71   6.26   5.94   7.03   9.61
196605  -8.03  -5.37  -4.96  -5.35  -7.25  -7.40  -8.66  -9.10 -10.80 -15.02
196606  -2.09  -1.32  -1.56  -0.74  -0.44  -1.97  -0.88   0.51   0.45   1.25
196607  -1.89   0.07  -1.19  -1.22  -1.34  -2.19  -1.39  -1.90  -1.66  -2.09
196608 -11.07  -9.18  -7.99  -8.65  -8.68  -9.48 -10.23 -10.70 -10.93 -12.17
196609  -1.59  -1.22  -0.89  -1.63  -0.93  -1.43  -1.83  -2.49  -2.12  -2.56
196610  -2.83   2.37   2.50   1.49   1.44  -0.22  -0.10  -1.56  -3.03  -6.96
196611   4.72   2.89   0.83   1.24   1.69   3.82   2.72   2.56   5.53   9.69
196612   0.28   0.81   1.99   1.86   1.06   1.03   2.37   2.22   1.60   3.42
196701  29.64  20.10  19.53  15.17  16.21  12.73  12.21  12.05  13.83  15.09
196702   6.29   4.04   3.27   2.99   3.95   3.29   3.31   2.61   4.81   5.97
196703   4.76   4.96   5.32   5.93   5.91   4.13   7.38   5.54   6.49   8.88
196704   2.71   2.82   4.59   5.18   2.68   3.57   3.74   5.31   5.17   6.21
196705  -0.80   0.30   0.41  -0.68   0.50  -2.08  -2.08   0.30  -1.48  -1.75
196706   7.91   5.83   4.66   4.98   7.42   5.51   8.42   9.45  11.72  14.68
196707  11.22   9.25   7.85   6.71   6.80   8.17   9.20   8.24   7.22   8.88
196708   2.03   0.81   2.57   1.05   1.59   0.34   1.11   0.76   0.57  -1.37
196709   4.69   4.02   4.90   4.16   6.34   5.58   6.55   6.52   9.70   7.92
196710  -4.29  -3.42  -2.70  -2.75  -2.61  -2.80  -2.49  -1.14  -0.36  -0.02
196711   0.60  -1.04   0.90  -0.51  -0.96   0.61   1.03   0.59  -0.75   0.23
196712   3.72   5.49   4.40   6.05   4.91   7.74   7.75   7.19   9.86  13.70
196801   1.41   0.93   2.90   1.44   3.91   2.66   2.46   2.66   2.37   2.84
196802  -4.91  -2.76  -2.21  -3.63  -4.13  -4.98  -4.79  -5.99  -6.19  -9.42
196803  -2.60  -0.90  -1.62  -0.45  -0.33  -0.96  -1.77  -0.68  -0.41  -0.63
196804  13.94   8.98   9.75  10.12  10.62  11.99  13.03  14.23  16.52  20.15
196805   7.60   4.64   6.92   7.27   6.49   7.70   7.71   8.73  11.05  15.69
196806   1.29   3.30   2.99   2.05   2.42   2.40   2.01   0.47   1.88   0.20
196807  -5.31  -2.76  -2.05  -3.61  -1.66  -2.11  -2.09  -2.54  -3.07  -2.37
196808   0.79   1.37   2.70   2.39   3.56   3.49   3.43   4.06   4.80   6.44
196809   7.99   6.43   6.69   5.06   5.48   4.84   5.46   6.76   7.05   9.69
196810  -0.06   1.38   1.91   0.55   2.00   1.14   2.42   0.27   2.39  -0.94
196811   8.05   6.41   7.54   6.64   9.00   6.58   6.48   5.81   7.19   8.61
196812  -1.77   0.03  -0.26   0.71   0.97   1.46   1.05   0.71   1.13   0.92
196901  -0.95   0.60   0.31  -0.66   0.05  -0.96  -0.37  -0.78   0.07  -0.84
196902 -10.36  -6.75  -6.24  -6.80  -6.89  -7.49  -8.20  -8.74  -8.73 -11.18
196903  -0.65  -0.33   0.50   0.29   0.87   1.20   2.38   3.19   3.38   5.19
196904  -0.97   0.38  -0.27   0.14  -0.43   1.41   0.96   0.58   1.10   0.87
196905  -1.40   0.22  -0.24  -0.26   1.86   0.01  -0.16   0.58   0.01   2.46
196906 -13.69 -12.12 -10.88 -10.57  -9.79  -8.89  -9.87  -9.45 -11.01 -13.77
196907 -12.65 -11.61  -9.54  -7.60  -6.92  -7.34  -7.78  -8.64  -9.27 -10.29
196908   5.00   4.72   4.76   3.31   3.63   3.81   4.19   5.10   6.50   8.42
196909  -4.44  -3.69  -3.24  -2.25  -1.82  -2.80  -1.79  -2.49  -1.14  -0.88
196910  15.34  10.80   9.87   7.31   7.52   7.98   6.67   6.67   7.26   7.09
196911  -9.07  -7.16  -6.79  -4.50  -6.29  -5.99  -4.47  -3.54  -3.19  -2.37
196912 -12.70 -10.15  -8.65  -8.59  -6.68  -5.21  -3.68  -3.85  -1.99  -2.02
197001  -0.76  -0.95  -2.64  -3.99  -4.59  -5.72  -4.63  -6.29  -7.48  -6.34
197002   3.01   3.39   4.47   4.04   4.98   4.86   5.06   5.62   6.09   4.14
197003  -3.73  -2.88  -1.78  -1.18  -0.79  -0.01  -1.10  -0.94  -2.44  -5.21
197004 -20.74 -17.67 -16.74 -15.34 -13.84 -12.24 -10.81 -13.81 -15.46 -17.69
197005  -7.75  -9.44  -8.87  -8.94 -10.62  -9.44  -8.15  -9.69  -9.19  -9.54
197006 -11.97 -10.89  -9.14  -6.49  -6.49  -6.68  -5.58  -4.57  -2.17  -1.94
197007   3.95   4.99   6.62   7.34   6.70   6.85   7.36   6.32   6.28   5.07
197008   9.45   9.15   6.55   6.55   5.49   5.80   4.57   4.34   2.91   3.10
197009  23.85  17.67  14.85  12.08   9.80   7.29   5.63   5.32   5.29   7.67
197010 -13.70 -11.05  -7.80  -4.62  -3.77  -1.44  -1.68  -1.54   0.68  -0.99
197011  -5.25  -1.83  -0.93   0.46   1.96   2.53   3.50   4.20   4.36   4.22
197012   6.47   9.52   8.06   8.73   9.80   9.87   8.64   7.73   7.20   6.83
197101  21.63  18.56  18.88  13.90   9.69  10.23   9.24   7.86   7.00   7.07
197102   8.69   4.56   4.10   3.34   4.01   3.29   2.46   2.18   1.98   5.47
197103   5.43   5.74   5.80   7.12   4.82   5.67   3.09   6.39   5.13   6.69
197104   1.10   2.57   3.54   3.25   2.69   2.06   2.52   3.29   4.16   2.99
197105  -7.17  -5.06  -5.03  -5.12  -5.65  -4.18  -4.21  -5.52  -4.67  -3.62
197106  -4.72  -2.79  -1.75  -2.85  -1.54  -1.56  -1.55  -1.11   0.39   0.86
197107  -6.77  -3.66  -3.54  -4.10  -4.90  -4.77  -5.22  -5.88  -6.79  -7.59
197108   1.34   2.07   1.56   3.54   4.38   5.71   5.71   5.66   5.50   7.59
197109  -3.74  -1.29  -2.26  -0.89  -1.50   0.32  -0.26   0.10   0.50   2.16
197110  -7.44  -6.05  -6.01  -4.49  -4.58  -5.36  -5.79  -5.52  -5.61  -5.53
197111  -5.22  -4.40  -3.94  -2.67  -2.71  -2.58  -2.93  -2.19  -2.36  -2.34
197112  13.65  12.69  11.86  10.87  11.01  11.62  10.77  11.96  10.95  12.82
197201  17.25  11.57  12.04   8.17   9.71   7.50   7.76   8.20   9.09   9.88
197202   4.66   4.23   1.69   2.65   3.00   2.88   6.83   4.73   4.59   6.14
197203  -2.19  -0.51  -0.51   0.64   0.34   0.67   0.33   0.12   0.66   1.34
197204  -3.13   0.36  -1.06   0.36   0.70   0.26   0.94   0.95   1.63   2.70
197205  -4.60  -2.92  -3.21  -2.26  -1.63  -2.06  -1.08  -1.57   0.26   0.78
197206  -5.16  -3.86  -3.29  -3.01  -2.35  -3.03  -3.31  -2.99  -3.00  -2.69
197207  -4.98  -3.31  -2.95  -2.45  -2.57  -2.36  -1.66  -2.92  -1.61  -3.21
197208   0.78   3.86   2.24   3.28   1.78   2.13   0.44   1.07   1.33  -1.39
197209  -5.66  -3.88  -2.61  -2.15  -2.24  -3.75  -2.27  -3.16  -2.64  -2.53
197210  -3.47  -2.69  -0.62  -0.81  -0.13  -1.03   0.45  -1.82  -1.08  -1.17
197211   5.41   5.97   6.44   6.07   5.36   5.11   5.58   3.66   4.96   3.17
197212  -6.46  -4.13  -3.18  -2.18  -1.88  -2.03  -0.32  -0.65   0.08   1.38
197301  -4.54  -3.57  -3.79  -3.42  -3.53  -4.25  -3.70  -4.92  -3.52  -4.17
197302  -8.70  -8.37  -8.09  -6.55  -5.65  -5.47  -6.36  -6.06  -6.77  -8.62
197303  -4.82  -3.72  -2.53  -2.53  -2.89  -2.85  -2.86  -1.83  -1.29   1.08
197304 -11.83  -9.32  -7.56  -7.77  -7.09  -5.58  -3.70  -3.46  -4.24  -5.29
197305 -12.05 -10.96 -10.72 -10.32  -7.11  -7.50  -5.73  -4.11  -3.35  -3.72
197306  -6.51  -5.00  -3.84  -3.05  -3.27  -1.79  -2.67  -0.17  -1.77  -1.39
197307  19.53  16.06  14.31  12.33  13.57   9.32   8.97   6.99   3.99   7.63
197308  -9.35  -7.59  -5.08  -4.91  -4.14  -3.21  -3.19  -2.30  -1.50  -1.17
197309   8.84   9.74   9.26  10.27   9.61  10.19   8.23   7.38   7.77   8.59
197310  -3.43  -1.18  -1.35   0.57   0.94   0.34   0.89   0.33   2.89   4.83
197311 -23.91 -21.53 -20.30 -18.18 -17.12 -15.04 -14.76 -13.84 -15.66 -14.10
197312 -10.90  -9.02  -5.34  -4.69  -2.77  -2.22  -0.86   0.59   4.12   6.64
197401  25.32  19.98  15.18  12.94  12.62  10.83   7.69   7.85   6.45   4.40
197402  -0.81   1.22   1.80   1.09   2.06   0.52   0.46   1.85   0.56  -0.15
197403   2.77   3.10   2.08   1.04   0.83   0.16  -0.51  -0.07  -0.82  -3.17
197404  -6.99  -6.04  -5.35  -4.85  -5.34  -5.33  -4.68  -3.94  -4.28  -5.30
197405  -8.63  -7.76  -7.40  -7.06  -6.53  -6.15  -5.81  -6.75  -6.74  -7.92
197406  -3.86  -4.67  -3.69  -3.19  -3.26  -2.72  -3.44  -2.25  -1.73  -1.44
197407  -7.47  -5.60  -5.03  -5.36  -4.76  -4.34  -5.84  -4.76  -4.68  -4.25
197408 -10.30  -8.90  -9.12  -8.19  -8.17  -8.96  -7.33  -6.74  -7.23  -5.53
197409 -10.32  -8.87  -9.05  -7.31  -8.10  -6.94  -7.43  -6.19  -6.24  -7.89
197410   8.41   8.96   9.55   9.76   8.96   6.97   9.03   8.27   7.99  12.61
197411  -8.23  -6.52  -5.13  -5.51  -4.79  -5.24  -4.29  -3.99  -2.95  -2.60
197412 -10.51 -10.32  -8.29  -7.19  -8.27  -7.03  -6.31  -6.25  -6.31  -5.64
197501  45.85  36.26  36.04  29.94  29.64  26.76  24.58  22.18  23.27  18.16
197502   5.78   7.34   5.65   5.06   5.93   5.09   6.12   5.27   4.54   5.79
197503  14.65  10.43   9.67   5.55   5.07   6.53   5.47   5.70   7.01   7.22
197504   2.44   2.38   3.49   2.06   3.09   2.87   3.49   3.74   5.12   6.68
197505   9.15   7.82   7.77   6.95   6.69   5.94   6.05   7.07   8.41   8.22
197506   9.24   6.50   7.47   6.83   6.89   8.33   6.89   6.82   6.33   6.68
